date,max_temp,max_temp1,max_temp2,location,mean_temp,mean_temp1,mean_temp2,min_temp,min_temp1,min_temp2,dew_point,dew_point1,dew_point2,precipitation,precipitation1,precipitation2,wind,wind1,wind2,density_per_km,airport_dist_any,airport_dist_large,mosquito_dist,zika_cases
2016-05-18,94.0,94.0,92.0,Mexico-Guerrero,83.0,83.0,81.0,72.0,71.0,70.0,76.0,75.0,74.0,0.0,0.0,0.0,5.0,4.0,4.0,29.28565788269043,0.5090270397815225,0.5090270397815225,0.016628203381519078,0
2016-05-18,87.0,87.0,88.0,Colombia-Santander-San_Andres,85.0,84.0,84.0,82.0,80.0,81.0,79.0,77.0,78.0,0.0,0.56,0.08,12.0,9.0,5.0,3573.1337890625,0.0015315121277800208,17.472448437127795,9.431652133927765,0
2016-05-18,87.0,87.0,88.0,Colombia-San_Andres-San_Andres,85.0,84.0,84.0,82.0,80.0,81.0,79.0,77.0,78.0,0.0,0.56,0.08,12.0,9.0,5.0,3573.1337890625,0.0015315121277800208,17.472448437127795,9.431652133927765,0
2016-05-18,87.0,87.0,88.0,Colombia-San_Andres,85.0,84.0,84.0,82.0,80.0,81.0,79.0,77.0,78.0,0.0,0.56,0.08,12.0,9.0,5.0,3573.1337890625,0.0015315121277800208,17.472448437127795,9.431652133927765,0
2016-05-18,56.0,60.0,60.0,Argentina-Buenos_Aires,52.0,56.0,55.0,49.0,52.0,51.0,44.0,49.0,48.0,0.08,0.0,0.04,7.0,11.0,9.0,12625.80078125,0.0031828711961701074,0.07151369279617309,0.008009055596170215,0
2016-05-18,56.0,60.0,60.0,Argentina-CABA,52.0,56.0,55.0,49.0,52.0,51.0,44.0,49.0,48.0,0.08,0.0,0.04,7.0,11.0,9.0,12625.80078125,0.0031828711961701074,0.07151369279617309,0.008009055596170215,0
2016-05-18,97.0,97.0,92.0,Brazil-Mato_Grosso,85.0,83.0,81.0,72.0,72.0,74.0,73.0,73.0,72.0,0.0,0.0,0.17,3.0,2.0,5.0,0.1857762336730957,8.593516994790434,91.20832890879045,0.10780195719044247,0
2016-05-18,91.0,89.0,93.0,Mexico-Aguascalientes,73.0,74.0,74.0,54.0,59.0,55.0,31.0,45.0,28.0,0.08,0.0,0.0,5.0,6.0,6.0,7810.2490234375,0.03283145172173019,2.897709681121747,1.5684827693217334,0
2016-05-18,84.0,85.0,86.0,Brazil-Sergipe,79.0,80.0,81.0,73.0,75.0,75.0,72.0,71.0,72.0,0.0,0.0,0.0,8.0,8.0,9.0,105.86270141601562,0.26766345681916964,6.35480376501917,0.004392900019170269,0
2016-05-18,86.0,86.0,85.0,Colombia-Antioquia-Granada,79.0,78.0,77.0,71.0,70.0,69.0,72.0,71.0,71.0,0.54,2.64,0.43,4.0,2.0,1.0,248.09783935546875,0.3023843895219989,1.5341557695220058,0.19236622752200075,0
